10,1.1,0.1,2.0,99.5,0.744,0.352,0.984,0.975,0.975,0.975,0.975
10,1.1,0.2,2.0,99.4,0.743,0.351,0.981,0.971,0.971,0.971,0.971
10,1.1,0.3,2.0,99.7,0.746,0.352,0.99,0.983,0.983,0.983,0.983
10,1.1,0.4,2.0,99.6,0.746,0.352,0.988,0.981,0.981,0.981,0.981
10,1.1,0.5,2.0,99.7,0.746,0.352,0.99,0.984,0.984,0.984,0.984
10,1.1,0.6,2.0,99.2,0.742,0.351,0.977,0.966,0.966,0.967,0.966
10,1.1,0.7,2.0,99.4,0.744,0.352,0.983,0.973,0.973,0.973,0.973
10,1.1,0.1,3.0,99.7,0.747,0.352,0.992,0.985,0.985,0.985,0.985
10,1.1,0.2,3.0,99.7,0.747,0.352,0.992,0.985,0.985,0.985,0.985
10,1.1,0.3,3.0,99.7,0.747,0.352,0.992,0.986,0.986,0.986,0.986
10,1.1,0.4,3.0,99.7,0.747,0.352,0.991,0.985,0.985,0.985,0.985
10,1.1,0.5,3.0,99.7,0.747,0.352,0.992,0.985,0.985,0.985,0.985
10,1.1,0.6,3.0,99.7,0.747,0.352,0.992,0.985,0.985,0.985,0.985
10,1.1,0.7,3.0,99.7,0.747,0.352,0.991,0.985,0.985,0.985,0.985
10,1.1,0.1,4.0,99.7,0.747,0.352,0.992,0.986,0.986,0.986,0.986
10,1.1,0.2,4.0,99.7,0.747,0.352,0.992,0.986,0.986,0.986,0.986
10,1.1,0.3,4.0,99.7,0.747,0.353,0.991,0.984,0.984,0.984,0.984
10,1.1,0.4,4.0,99.7,0.747,0.352,0.992,0.986,0.986,0.986,0.986
10,1.1,0.5,4.0,99.7,0.747,0.352,0.992,0.985,0.985,0.985,0.985
10,1.1,0.6,4.0,99.7,0.747,0.353,0.991,0.984,0.984,0.984,0.984
10,1.1,0.7,4.0,99.7,0.747,0.353,0.991,0.984,0.984,0.984,0.984
10,1.1,0.8,4.0,99.7,0.747,0.353,0.991,0.983,0.983,0.983,0.983
10,1.1,0.1,5.0,99.7,0.747,0.353,0.991,0.983,0.983,0.983,0.983
10,1.1,0.2,5.0,99.7,0.747,0.353,0.991,0.983,0.983,0.983,0.983
10,1.1,0.3,5.0,99.7,0.747,0.353,0.991,0.984,0.984,0.984,0.984
10,1.1,0.4,5.0,99.7,0.747,0.353,0.991,0.984,0.984,0.984,0.984
10,1.1,0.5,5.0,99.7,0.747,0.353,0.991,0.983,0.983,0.983,0.983
10,1.1,0.6,5.0,99.7,0.747,0.353,0.992,0.984,0.984,0.984,0.984
10,1.1,0.7,5.0,99.7,0.747,0.353,0.991,0.983,0.983,0.983,0.983
10,1.1,0.1,6.0,99.7,0.747,0.353,0.991,0.983,0.983,0.983,0.983
10,1.1,0.2,6.0,99.7,0.747,0.353,0.991,0.983,0.983,0.983,0.983
10,1.1,0.3,6.0,99.7,0.747,0.353,0.991,0.983,0.983,0.983,0.983
10,1.1,0.4,6.0,99.7,0.747,0.353,0.991,0.983,0.983,0.983,0.983
10,1.1,0.5,6.0,99.7,0.747,0.353,0.992,0.984,0.984,0.984,0.984
10,1.1,0.6,6.0,99.7,0.747,0.353,0.991,0.983,0.983,0.983,0.983
10,1.1,0.7,6.0,99.7,0.747,0.353,0.991,0.983,0.983,0.983,0.983
10,1.1,0.8,6.0,99.7,0.747,0.353,0.992,0.984,0.984,0.984,0.984
10,1.1,0.1,7.0,99.7,0.747,0.353,0.991,0.983,0.983,0.983,0.983
10,1.1,0.2,7.0,99.7,0.747,0.353,0.991,0.984,0.984,0.984,0.984
10,1.1,0.3,7.0,99.7,0.747,0.353,0.991,0.984,0.984,0.984,0.984
10,1.1,0.4,7.0,99.7,0.747,0.353,0.991,0.984,0.984,0.984,0.984
10,1.1,0.5,7.0,99.7,0.747,0.353,0.991,0.984,0.984,0.984,0.984
10,1.1,0.6,7.0,99.7,0.747,0.353,0.991,0.983,0.983,0.983,0.983
10,1.1,0.7,7.0,99.7,0.747,0.353,0.991,0.984,0.984,0.984,0.984
