71,1.1,0.1,1.0,60.0,0.793,0.317,0.615,0.792,0.655,1.0,0.792
71,1.1,0.2,1.0,60.0,0.793,0.317,0.615,0.792,0.655,1.0,0.792
71,1.1,0.3,1.0,60.0,0.793,0.317,0.615,0.792,0.655,1.0,0.792
71,1.1,0.4,1.0,59.9,0.561,0.505,0.48,0.728,0.58,0.98,0.728
71,1.1,0.5,1.0,59.9,0.563,0.504,0.479,0.726,0.578,0.976,0.726
71,1.1,0.6,1.0,59.9,0.561,0.505,0.479,0.729,0.58,0.98,0.729
71,1.1,0.7,1.0,59.8,0.559,0.506,0.477,0.728,0.579,0.981,0.728
71,1.1,0.8,1.0,60.0,0.793,0.317,0.615,0.792,0.655,1.0,0.792
71,1.1,0.9,1.0,79.7,0.78,0.329,0.776,0.895,0.817,0.988,0.895
71,1.1,1.0,1.0,84.3,0.578,0.683,0.757,0.826,0.826,0.826,0.826
71,1.1,0.1,2.0,59.9,0.561,0.505,0.48,0.73,0.581,0.982,0.73
71,1.1,0.2,2.0,60.0,0.793,0.317,0.615,0.792,0.655,1.0,0.792
71,1.1,0.3,2.0,59.9,0.56,0.505,0.479,0.73,0.581,0.983,0.73
71,1.1,0.4,2.0,59.9,0.561,0.505,0.48,0.73,0.581,0.983,0.73
71,1.1,0.5,2.0,60.0,0.793,0.317,0.615,0.792,0.655,1.0,0.792
71,1.1,0.6,2.0,60.0,0.793,0.317,0.615,0.792,0.655,1.0,0.792
71,1.1,0.8,1.0,75.7,0.658,0.739,0.737,0.866,0.819,0.92,0.866
71,1.1,0.9,1.0,79.8,0.78,0.328,0.778,0.897,0.82,0.991,0.897
71,1.1,1.0,1.0,84.4,0.578,0.683,0.757,0.826,0.826,0.826,0.826
71,1.1,0.8,2.0,72.6,0.703,0.633,0.721,0.859,0.82,0.902,0.859
71,1.1,0.9,3.0,79.8,0.78,0.328,0.778,0.897,0.82,0.991,0.897
71,1.1,1.0,3.0,84.4,0.578,0.683,0.757,0.826,0.826,0.826,0.826
71,1.1,0.8,4.0,76.8,0.684,0.601,0.747,0.872,0.821,0.931,0.872
71,1.1,0.9,5.0,71.5,0.648,0.811,0.698,0.837,0.799,0.879,0.837
71,1.1,0.9,6.0,79.8,0.78,0.328,0.778,0.897,0.82,0.991,0.897
71,1.1,1.0,6.0,75.2,0.693,0.661,0.728,0.853,0.81,0.902,0.853
71,1.1,1.0,7.0,84.4,0.578,0.683,0.758,0.826,0.826,0.826,0.826
71,1.1,0.3,8.0,79.8,0.78,0.328,0.777,0.896,0.819,0.989,0.896
71,1.1,0.7,8.0,79.7,0.78,0.329,0.776,0.895,0.817,0.988,0.895
71,1.1,0.8,8.0,74.6,0.678,0.668,0.728,0.859,0.816,0.908,0.859
71,1.1,0.9,8.0,79.8,0.78,0.328,0.778,0.897,0.82,0.99,0.897
71,1.1,0.8,9.0,73.0,0.669,0.702,0.71,0.842,0.8,0.889,0.842
71,1.1,1.0,9.0,70.1,0.658,0.808,0.715,0.857,0.82,0.898,0.857
71,1.6,0.8,1.0,79.2,0.77,0.331,0.761,0.877,0.8,0.969,0.877
71,1.6,0.9,1.0,79.8,0.78,0.328,0.778,0.897,0.82,0.991,0.897
71,1.6,1.0,1.0,84.4,0.578,0.682,0.758,0.826,0.826,0.826,0.826
71,1.6,0.5,2.0,79.8,0.78,0.328,0.777,0.896,0.819,0.989,0.896
71,1.6,0.8,2.0,76.1,0.693,0.645,0.736,0.857,0.81,0.91,0.857
71,1.6,0.9,2.0,79.8,0.78,0.327,0.778,0.898,0.82,0.991,0.898
71,1.6,1.0,2.0,84.4,0.578,0.682,0.758,0.826,0.826,0.827,0.826
71,1.6,0.8,3.0,71.9,0.692,0.675,0.718,0.857,0.819,0.899,0.857
71,1.6,0.9,3.0,79.8,0.78,0.328,0.778,0.897,0.82,0.991,0.897
71,1.6,1.0,3.0,84.4,0.578,0.682,0.758,0.826,0.826,0.826,0.826
71,1.6,0.8,4.0,75.9,0.693,0.648,0.735,0.856,0.81,0.908,0.856
71,1.6,0.9,4.0,79.8,0.78,0.328,0.778,0.897,0.82,0.991,0.897
71,1.6,1.0,4.0,84.4,0.578,0.682,0.758,0.826,0.826,0.826,0.826
71,1.6,0.8,5.0,79.7,0.779,0.328,0.775,0.893,0.816,0.986,0.893
71,1.6,0.9,5.0,79.8,0.663,0.382,0.778,0.897,0.82,0.989,0.897
71,1.6,1.0,5.0,84.4,0.578,0.682,0.758,0.826,0.826,0.826,0.826
71,1.6,0.4,6.0,79.6,0.778,0.329,0.774,0.892,0.815,0.985,0.892
71,1.6,0.8,6.0,71.0,0.691,0.671,0.716,0.857,0.82,0.898,0.857
71,1.6,0.9,6.0,79.8,0.78,0.327,0.778,0.898,0.82,0.991,0.898
71,1.6,1.0,6.0,84.4,0.578,0.682,0.758,0.826,0.826,0.826,0.826
71,1.6,0.7,7.0,77.6,0.669,0.646,0.731,0.85,0.786,0.925,0.85
71,1.6,0.8,7.0,73.8,0.687,0.666,0.72,0.852,0.812,0.896,0.852
71,1.6,0.9,7.0,79.8,0.78,0.328,0.778,0.897,0.82,0.991,0.897
71,1.6,1.0,7.0,84.4,0.578,0.682,0.758,0.826,0.826,0.826,0.826
71,1.6,0.6,8.0,78.9,0.663,0.332,0.756,0.87,0.794,0.961,0.87
71,1.6,0.8,8.0,79.8,0.78,0.328,0.777,0.896,0.819,0.989,0.896
71,1.6,0.9,8.0,79.7,0.779,0.328,0.775,0.893,0.816,0.986,0.893
71,1.6,1.0,8.0,84.4,0.578,0.682,0.758,0.826,0.826,0.826,0.826
71,1.6,0.8,9.0,78.7,0.759,0.336,0.745,0.863,0.786,0.955,0.863
71,1.6,0.9,9.0,79.8,0.78,0.328,0.778,0.897,0.82,0.991,0.897
71,1.6,1.0,9.0,84.4,0.578,0.682,0.758,0.826,0.826,0.826,0.826
71,2.1,0.8,1.0,75.4,0.693,0.659,0.729,0.853,0.809,0.902,0.853
71,2.1,0.9,1.0,79.8,0.78,0.328,0.778,0.897,0.82,0.991,0.897
71,2.1,1.0,1.0,84.4,0.578,0.682,0.758,0.826,0.826,0.826,0.826
71,2.1,0.5,2.0,71.8,0.619,0.416,0.588,0.754,0.672,0.858,0.754
71,2.1,0.8,2.0,75.5,0.693,0.659,0.731,0.854,0.809,0.904,0.854
71,2.1,0.9,2.0,79.8,0.78,0.328,0.778,0.897,0.82,0.991,0.897
71,2.1,1.0,2.0,84.3,0.578,0.682,0.758,0.826,0.826,0.826,0.826
71,2.1,0.8,3.0,74.9,0.691,0.654,0.724,0.848,0.806,0.895,0.848
71,2.1,0.9,3.0,79.8,0.78,0.328,0.778,0.897,0.82,0.991,0.897
71,2.1,1.0,3.0,84.4,0.578,0.682,0.758,0.826,0.826,0.826,0.826
71,2.1,0.8,4.0,72.7,0.686,0.669,0.712,0.845,0.808,0.886,0.845
71,2.1,0.9,4.0,79.8,0.78,0.328,0.778,0.897,0.82,0.991,0.897
71,2.1,1.0,4.0,84.4,0.578,0.682,0.758,0.826,0.826,0.826,0.826
71,2.1,0.2,5.0,79.5,0.777,0.33,0.771,0.888,0.812,0.981,0.888
71,2.1,0.7,5.0,76.2,0.66,0.67,0.704,0.829,0.77,0.898,0.829
71,2.1,0.8,5.0,75.4,0.693,0.661,0.73,0.853,0.809,0.902,0.853
71,2.1,0.9,5.0,79.8,0.637,0.474,0.778,0.895,0.82,0.985,0.895
71,2.1,1.0,5.0,84.4,0.578,0.682,0.758,0.826,0.826,0.826,0.826
71,2.1,0.7,6.0,70.0,0.538,0.715,0.564,0.754,0.683,0.84,0.754
71,2.1,0.8,6.0,77.8,0.74,0.345,0.721,0.847,0.77,0.941,0.847
71,2.1,0.9,6.0,79.8,0.78,0.328,0.778,0.897,0.82,0.991,0.897
71,2.1,1.0,6.0,84.4,0.578,0.682,0.758,0.826,0.826,0.826,0.826
71,2.1,0.8,7.0,76.0,0.694,0.659,0.737,0.86,0.813,0.913,0.86
71,2.1,0.9,7.0,79.8,0.78,0.328,0.777,0.896,0.819,0.989,0.896
71,2.1,1.0,7.0,84.4,0.578,0.682,0.758,0.826,0.826,0.826,0.826
71,2.1,0.8,8.0,74.6,0.446,0.579,0.639,0.797,0.719,0.894,0.797
71,2.1,0.9,8.0,79.8,0.78,0.328,0.778,0.897,0.82,0.991,0.897
71,2.1,1.0,8.0,84.4,0.578,0.682,0.758,0.826,0.826,0.826,0.826
71,2.1,0.2,9.0,79.4,0.776,0.33,0.77,0.887,0.81,0.979,0.887
71,2.1,0.5,9.0,79.7,0.779,0.328,0.776,0.894,0.817,0.987,0.894
71,2.1,0.8,9.0,75.0,0.692,0.659,0.725,0.849,0.807,0.897,0.849
71,2.1,0.9,9.0,79.8,0.78,0.328,0.778,0.897,0.82,0.991,0.897
71,2.1,1.0,9.0,84.4,0.578,0.682,0.758,0.826,0.826,0.826,0.826
71,2.6,0.6,1.0,72.0,0.551,0.761,0.592,0.772,0.694,0.87,0.772
71,2.6,0.7,1.0,77.2,0.693,0.646,0.75,0.869,0.816,0.93,0.869
71,2.6,0.8,1.0,76.6,0.499,0.532,0.686,0.821,0.747,0.911,0.821
71,2.6,0.9,1.0,79.8,0.78,0.327,0.779,0.898,0.821,0.991,0.898
71,2.6,1.0,1.0,84.4,0.578,0.682,0.758,0.826,0.826,0.826,0.826
71,2.6,0.8,2.0,73.5,0.386,0.615,0.612,0.777,0.701,0.871,0.777
71,2.6,0.9,2.0,79.8,0.78,0.327,0.779,0.898,0.821,0.991,0.898
71,2.6,1.0,2.0,84.3,0.578,0.682,0.758,0.826,0.826,0.826,0.826
71,2.6,0.8,3.0,75.3,0.693,0.66,0.728,0.852,0.808,0.901,0.852
71,2.6,0.9,3.0,79.8,0.679,0.321,0.778,0.897,0.82,0.99,0.897
71,2.6,1.0,3.0,84.4,0.578,0.682,0.758,0.826,0.826,0.826,0.826
