1.1,0.7,9,99.8,0.747,0.353,0.993,0.986,0.986,0.986,0.986
1.6,0.7,8,99.8,0.747,0.353,0.993,0.986,0.986,0.986,0.986
2.6,0.5,9,99.8,0.747,0.353,0.993,0.986,0.986,0.986,0.986
3.1,0.4,7,99.8,0.747,0.353,0.993,0.986,0.986,0.986,0.986
3.1,0.5,7,99.8,0.747,0.353,0.993,0.986,0.986,0.986,0.986
3.1,0.5,8,99.8,0.747,0.353,0.993,0.986,0.986,0.986,0.986
3.1,0.5,9,99.8,0.747,0.353,0.993,0.986,0.986,0.986,0.986
3.6,0.6,5,99.8,0.747,0.354,0.993,0.986,0.986,0.986,0.986
3.6,0.5,7,99.8,0.747,0.353,0.993,0.986,0.986,0.986,0.986
3.6,0.6,8,99.8,0.747,0.354,0.994,0.988,0.988,0.988,0.988
3.6,0.5,9,99.8,0.747,0.353,0.993,0.986,0.986,0.986,0.986
4.1,0.5,7,99.8,0.747,0.353,0.993,0.986,0.986,0.986,0.986
4.1,0.6,8,99.8,0.747,0.353,0.993,0.986,0.986,0.986,0.986
4.1,0.4,9,99.8,0.747,0.353,0.993,0.986,0.986,0.986,0.986
4.1,0.5,9,99.8,0.747,0.353,0.993,0.986,0.986,0.986,0.986
4.1,0.6,9,99.8,0.747,0.353,0.993,0.986,0.986,0.986,0.986
4.6,0.5,9,99.8,0.747,0.353,0.993,0.986,0.986,0.986,0.986
5.1,0.5,8,99.8,0.747,0.353,0.993,0.986,0.986,0.986,0.986
5.6,0.4,9,99.8,0.747,0.353,0.993,0.986,0.986,0.986,0.986
5.6,0.5,9,99.8,0.747,0.353,0.993,0.986,0.986,0.986,0.986
5.6,0.6,9,99.8,0.747,0.353,0.993,0.986,0.986,0.986,0.986
6.1,0.5,7,99.8,0.747,0.353,0.993,0.986,0.986,0.986,0.986
6.1,0.6,7,99.8,0.747,0.354,0.994,0.988,0.988,0.988,0.988
6.1,0.5,8,99.8,0.747,0.354,0.994,0.987,0.987,0.987,0.987
6.1,0.5,9,99.8,0.747,0.353,0.993,0.986,0.986,0.986,0.986
6.6,0.4,2,99.8,0.747,0.354,0.995,0.989,0.989,0.989,0.989
6.6,0.4,7,99.8,0.747,0.353,0.993,0.986,0.986,0.986,0.986
6.6,0.5,9,99.8,0.747,0.353,0.993,0.986,0.986,0.986,0.986
7.1,0.5,2,99.8,0.747,0.354,0.994,0.988,0.988,0.988,0.988
7.1,0.5,7,99.8,0.747,0.353,0.993,0.986,0.986,0.986,0.986
7.1,0.5,8,99.8,0.747,0.354,0.994,0.988,0.988,0.988,0.988
7.1,0.5,9,99.8,0.747,0.354,0.994,0.988,0.988,0.988,0.988
7.6,0.5,7,99.8,0.747,0.353,0.993,0.986,0.986,0.986,0.986
7.6,0.4,8,99.8,0.747,0.353,0.993,0.986,0.986,0.986,0.986
7.6,0.5,9,99.8,0.747,0.353,0.993,0.986,0.986,0.986,0.986
8.1,0.5,9,99.8,0.747,0.354,0.994,0.987,0.987,0.987,0.987
8.6,0.3,8,99.8,0.747,0.353,0.993,0.986,0.986,0.986,0.986
8.6,0.6,8,99.8,0.747,0.354,0.994,0.988,0.988,0.988,0.988
8.6,0.3,9,99.8,0.747,0.353,0.993,0.986,0.986,0.986,0.986
8.6,0.5,9,99.8,0.747,0.353,0.993,0.986,0.986,0.986,0.986
9.1,0.5,9,99.8,0.747,0.354,0.994,0.988,0.988,0.988,0.988
9.1,0.6,9,99.8,0.747,0.354,0.995,0.989,0.989,0.989,0.989
9.6,0.5,5,99.8,0.747,0.353,0.993,0.986,0.986,0.986,0.986
9.6,0.5,7,99.8,0.747,0.353,0.993,0.986,0.986,0.986,0.986
9.6,0.5,8,99.8,0.747,0.353,0.993,0.986,0.986,0.986,0.986
9.6,0.4,9,99.8,0.747,0.353,0.993,0.986,0.986,0.986,0.986
9.6,0.5,9,99.8,0.747,0.354,0.994,0.988,0.988,0.988,0.988
