1.1,0.7,2.0,59.17,0.602,0.533,0.592,0.754,0.623,0.954,0.754
1.1,0.4,4.0,59.25,0.603,0.532,0.593,0.754,0.623,0.954,0.754
1.1,0.2,5.0,59.440000000000005,0.605,0.531,0.596,0.755,0.625,0.955,0.755
1.1,0.3,5.0,59.51,0.606,0.53,0.597,0.755,0.625,0.955,0.755
1.1,0.6,5.0,59.56,0.606,0.53,0.596,0.752,0.622,0.95,0.752
1.1,0.1,6.0,59.35,0.604,0.532,0.596,0.756,0.625,0.957,0.756
1.1,0.3,6.0,59.589999999999996,0.606,0.531,0.592,0.744,0.616,0.939,0.744
1.1,0.1,7.0,59.68,0.606,0.532,0.594,0.746,0.618,0.942,0.746
1.1,0.2,7.0,59.56,0.607,0.53,0.597,0.754,0.624,0.952,0.754
1.1,0.3,7.0,59.519999999999996,0.606,0.53,0.599,0.758,0.627,0.958,0.758
1.1,0.5,7.0,59.550000000000004,0.606,0.53,0.595,0.75,0.621,0.947,0.75
1.1,0.1,8.0,59.550000000000004,0.606,0.53,0.599,0.757,0.626,0.956,0.757
1.1,0.4,8.0,59.56,0.607,0.53,0.597,0.754,0.624,0.952,0.754
1.1,0.1,9.0,59.550000000000004,0.607,0.53,0.599,0.758,0.627,0.957,0.758
1.1,0.2,9.0,59.550000000000004,0.606,0.531,0.596,0.752,0.622,0.949,0.752
1.6,0.1,3.0,59.709999999999994,0.603,0.531,0.586,0.735,0.609,0.928,0.735
1.6,0.4,3.0,59.56,0.606,0.53,0.594,0.748,0.619,0.946,0.748
1.6,0.5,3.0,59.17,0.602,0.533,0.591,0.753,0.622,0.953,0.753
1.6,0.2,4.0,59.75,0.604,0.532,0.588,0.738,0.611,0.931,0.738
1.6,0.1,5.0,59.48,0.606,0.53,0.597,0.755,0.625,0.955,0.755
1.6,0.3,5.0,59.21999999999999,0.603,0.532,0.593,0.754,0.623,0.955,0.754
1.6,0.1,6.0,59.550000000000004,0.606,0.53,0.598,0.756,0.625,0.955,0.756
1.6,0.3,6.0,59.519999999999996,0.606,0.53,0.598,0.756,0.626,0.956,0.756
1.6,0.1,7.0,59.56,0.607,0.53,0.598,0.754,0.624,0.953,0.754
1.6,0.2,7.0,59.550000000000004,0.607,0.53,0.597,0.752,0.622,0.95,0.752
1.6,0.4,7.0,59.56,0.606,0.53,0.597,0.753,0.623,0.952,0.753
1.6,0.1,8.0,59.56,0.606,0.53,0.597,0.753,0.623,0.952,0.753
1.6,0.2,8.0,59.56,0.607,0.53,0.598,0.754,0.624,0.952,0.754
2.1,0.5,1.0,59.519999999999996,0.606,0.53,0.599,0.759,0.628,0.959,0.759
2.1,0.5,3.0,58.87,0.599,0.535,0.584,0.746,0.616,0.946,0.746
2.1,0.1,4.0,59.75,0.604,0.532,0.588,0.738,0.611,0.931,0.738
2.1,0.2,4.0,59.43000000000001,0.605,0.531,0.595,0.753,0.623,0.952,0.753
2.1,0.3,4.0,59.56,0.606,0.53,0.595,0.75,0.62,0.947,0.75
2.1,0.1,5.0,59.34,0.604,0.531,0.595,0.756,0.625,0.956,0.756
2.1,0.2,5.0,59.51,0.606,0.53,0.598,0.756,0.625,0.956,0.756
2.1,0.2,6.0,59.41,0.605,0.531,0.597,0.757,0.626,0.957,0.757
2.1,0.1,7.0,59.550000000000004,0.606,0.53,0.598,0.756,0.626,0.956,0.756
2.1,0.3,7.0,59.550000000000004,0.607,0.531,0.597,0.753,0.623,0.951,0.753
2.1,0.1,8.0,59.56,0.606,0.53,0.597,0.753,0.623,0.952,0.753
2.1,0.2,8.0,59.56,0.607,0.53,0.598,0.756,0.625,0.955,0.756
2.6,0.4,1.0,59.39,0.605,0.531,0.596,0.756,0.625,0.956,0.756
2.6,0.1,4.0,59.519999999999996,0.606,0.53,0.597,0.754,0.624,0.953,0.754
2.6,0.2,4.0,59.4,0.605,0.531,0.596,0.755,0.624,0.955,0.755
2.6,0.1,5.0,59.56,0.606,0.53,0.596,0.751,0.622,0.949,0.751
2.6,0.2,5.0,59.56,0.606,0.53,0.596,0.753,0.623,0.951,0.753
2.6,0.1,6.0,59.550000000000004,0.606,0.53,0.596,0.75,0.621,0.947,0.75
2.6,0.2,6.0,59.550000000000004,0.606,0.53,0.596,0.75,0.621,0.947,0.75
2.6,0.1,7.0,59.550000000000004,0.606,0.531,0.597,0.752,0.622,0.95,0.752
2.6,0.2,7.0,59.56,0.607,0.53,0.598,0.755,0.625,0.954,0.755
2.6,0.3,7.0,59.51,0.606,0.53,0.599,0.758,0.627,0.959,0.758
2.6,0.1,8.0,59.550000000000004,0.607,0.531,0.597,0.753,0.623,0.951,0.753
2.6,0.2,8.0,59.56,0.607,0.53,0.598,0.754,0.624,0.952,0.754
