
1.1,0.1,3.0,0.747,75019.199,0.308
1.1,0.2,3.0,0.747,75336.117,0.308
1.1,0.2,5.0,0.747,75019.199,0.308
1.1,0.4,5.0,0.747,75019.199,0.308
1.1,0.1,6.0,0.747,75343.94,0.308
1.1,0.3,6.0,0.747,75019.199,0.308
1.1,0.1,7.0,0.747,75019.199,0.308
1.1,0.2,7.0,0.747,75019.199,0.308
1.1,0.3,7.0,0.747,75019.199,0.308
1.1,0.1,8.0,0.747,75343.94,0.308
1.1,0.1,9.0,0.747,75019.199,0.308
1.1,0.2,9.0,0.747,75343.94,0.308
1.6,0.6,1.0,0.629,50214.542,0.672
1.6,0.5,2.0,0.747,74625.558,0.307
1.6,0.2,4.0,0.747,75019.199,0.308
1.6,0.2,5.0,0.747,75019.199,0.308
1.6,0.1,6.0,0.747,75336.117,0.308
1.6,0.2,6.0,0.747,75019.199,0.308
1.6,0.3,6.0,0.747,75019.199,0.308
1.6,0.2,7.0,0.747,75019.199,0.308
1.6,0.2,8.0,0.747,75019.199,0.308
1.6,0.2,9.0,0.747,75019.199,0.308
1.6,0.4,9.0,0.747,75336.117,0.308
2.1,0.4,4.0,0.747,74674.452,0.307
2.1,0.1,5.0,0.747,75019.199,0.308
2.1,0.1,6.0,0.747,75019.199,0.308
2.1,0.1,7.0,0.747,75336.117,0.308
2.1,0.2,7.0,0.747,75019.199,0.308
2.1,0.3,7.0,0.747,75019.199,0.308
2.1,0.1,8.0,0.747,75336.117,0.308
2.1,0.2,8.0,0.747,75019.199,0.308
2.1,0.3,8.0,0.747,74684.978,0.308
2.1,0.1,9.0,0.747,75019.199,0.308
2.6,0.1,4.0,0.747,75019.199,0.308
2.6,0.3,4.0,0.747,75019.199,0.308
2.6,0.1,5.0,0.747,75019.199,0.308
2.6,0.2,6.0,0.747,75019.199,0.308
2.6,0.1,7.0,0.747,75019.199,0.308
2.6,0.2,7.0,0.747,75019.199,0.308
2.6,0.1,8.0,0.747,75019.199,0.308
2.6,0.2,9.0,0.747,75019.199,0.308
3.1,0.1,4.0,0.747,75019.199,0.308
3.1,0.2,4.0,0.747,75019.199,0.308
3.1,0.1,5.0,0.747,75336.117,0.308
3.1,0.2,5.0,0.747,75019.199,0.308
3.1,0.3,5.0,0.747,74342.824,0.308
3.1,0.1,6.0,0.747,75019.199,0.308
3.1,0.2,6.0,0.747,75019.199,0.308
3.1,0.1,7.0,0.747,75019.199,0.308
3.1,0.2,7.0,0.747,75019.199,0.308
3.1,0.1,8.0,0.747,75336.117,0.308
3.1,0.2,8.0,0.747,75336.117,0.308
3.1,0.1,9.0,0.747,75019.199,0.308
3.1,0.2,9.0,0.747,75019.199,0.308
3.6,0.4,1.0,0.747,74342.824,0.308
3.6,0.1,3.0,0.747,75019.199,0.308
3.6,0.2,4.0,0.747,75019.199,0.308
3.6,0.1,5.0,0.747,74684.978,0.308
3.6,0.3,5.0,0.747,74684.978,0.308
3.6,0.1,6.0,0.747,75019.199,0.308
3.6,0.2,6.0,0.747,75019.199,0.308
3.6,0.1,7.0,0.747,75019.199,0.308
3.6,0.2,7.0,0.747,75019.199,0.308
3.6,0.3,7.0,0.747,75019.199,0.308
3.6,0.1,8.0,0.747,75336.117,0.308
3.6,0.2,9.0,0.747,74691.49,0.308
4.1,0.2,1.0,0.747,74674.452,0.307
4.1,0.1,3.0,0.747,75019.199,0.308
4.1,0.1,4.0,0.747,75019.199,0.308
