4.1,0.1,5.0,0.606,18245.97,0.53
4.1,0.2,5.0,0.606,18236.779,0.53
4.1,0.1,6.0,0.607,18290.813,0.531
4.1,0.2,6.0,0.606,18259.103,0.53
4.1,0.1,7.0,0.607,18315.119,0.531
4.1,0.3,7.0,0.607,18298.694,0.531
4.1,0.1,8.0,0.607,18294.779,0.531
4.1,0.2,8.0,0.607,18294.378,0.531
4.1,0.1,9.0,0.607,18295.373,0.531
4.1,0.2,9.0,0.607,18296.445,0.531
4.6,0.2,5.0,0.606,18202.771,0.53
4.6,0.1,6.0,0.607,18292.409,0.53
4.6,0.2,6.0,0.607,18306.283,0.531
4.6,0.1,7.0,0.607,18298.564,0.531
4.6,0.1,8.0,0.607,18303.307,0.531
4.6,0.2,8.0,0.607,18294.036,0.531
4.6,0.1,9.0,0.607,18305.778,0.531
4.6,0.2,9.0,0.607,18329.189,0.531
5.1,0.1,3.0,0.606,18227.944,0.53
5.1,0.1,5.0,0.607,18285.972,0.53
5.1,0.3,5.0,0.607,18292.409,0.53
5.1,0.1,6.0,0.607,18273.632,0.53
5.1,0.2,6.0,0.607,18298.694,0.531
5.1,0.2,7.0,0.607,18285.296,0.531
5.1,0.3,7.0,0.607,18274.475,0.53
5.1,0.1,8.0,0.607,18313.982,0.531
5.1,0.3,8.0,0.607,18320.518,0.532
5.1,0.1,9.0,0.607,18308.103,0.531
5.6,0.4,1.0,0.607,18373.74,0.533
5.6,0.1,4.0,0.606,18265.787,0.53
5.6,0.2,4.0,0.606,18234.481,0.53
5.6,0.1,5.0,0.606,18280.351,0.53
5.6,0.3,5.0,0.605,18134.914,0.531
5.6,0.1,6.0,0.607,18300.328,0.531
5.6,0.2,6.0,0.607,18300.328,0.531
5.6,0.1,7.0,0.607,18294.036,0.531
5.6,0.2,7.0,0.607,18301.544,0.531
5.6,0.3,7.0,0.607,18298.694,0.531
5.6,0.1,8.0,0.607,18306.863,0.531
5.6,0.2,8.0,0.607,18297.479,0.531
5.6,0.3,8.0,0.607,18298.205,0.531
5.6,0.2,9.0,0.607,18323.73,0.532
6.1,0.4,1.0,0.602,17842.752,0.533
6.1,0.4,3.0,0.604,18019.826,0.532
6.1,0.2,4.0,0.606,18263.948,0.53
6.1,0.1,5.0,0.606,18270.519,0.53
6.1,0.2,5.0,0.606,18183.882,0.53
6.1,0.1,6.0,0.607,18274.261,0.53
6.1,0.1,7.0,0.607,18295.959,0.531
6.1,0.2,7.0,0.607,18295.959,0.531
6.1,0.3,7.0,0.607,18294.63,0.531
6.1,0.1,8.0,0.607,18306.863,0.531
6.1,0.2,8.0,0.607,18294.59,0.531
6.1,0.3,8.0,0.607,18298.089,0.531
6.1,0.4,8.0,0.607,18316.102,0.531
6.1,0.2,9.0,0.607,18313.982,0.531
6.6,0.1,4.0,0.607,18285.972,0.53
6.6,0.1,5.0,0.606,18291.826,0.531
6.6,0.1,6.0,0.607,18292.332,0.531
6.6,0.2,6.0,0.607,18274.475,0.53
6.6,0.1,7.0,0.607,18316.881,0.532
6.6,0.2,7.0,0.607,18305.104,0.531
6.6,0.1,8.0,0.607,18305.104,0.531
6.6,0.2,8.0,0.607,18305.104,0.531
6.6,0.3,8.0,0.607,18308.562,0.531
6.6,0.1,9.0,0.607,18320.518,0.532
6.6,0.2,9.0,0.607,18354.252,0.532
7.1,0.3,1.0,0.606,18231.136,0.53
7.1,0.1,3.0,0.605,18199.843,0.531
7.1,0.1,5.0,0.607,18272.788,0.53
7.1,0.3,5.0,0.607,18284.157,0.53
7.1,0.1,6.0,0.607,18300.328,0.531
7.1,0.2,6.0,0.607,18310.528,0.531
7.1,0.1,7.0,0.607,18295.959,0.531
7.1,0.1,8.0,0.607,18312.122,0.531
7.1,0.2,8.0,0.607,18317.051,0.531
7.1,0.3,8.0,0.607,18305.127,0.531
7.1,0.1,9.0,0.607,18312.711,0.531
7.1,0.2,9.0,0.607,18317.051,0.531
7.1,0.3,9.0,0.607,18354.252,0.532
7.6,0.1,3.0,0.606,18229.178,0.53
7.6,0.1,4.0,0.606,18259.584,0.532
7.6,0.1,6.0,0.607,18301.544,0.531
7.6,0.2,6.0,0.607,18312.711,0.531
7.6,0.4,6.0,0.606,18264.795,0.53
7.6,0.1,7.0,0.607,18337.109,0.532
7.6,0.3,7.0,0.607,18365.433,0.533
7.6,0.1,8.0,0.607,18353.849,0.532
7.6,0.2,8.0,0.607,18305.104,0.531
7.6,0.1,9.0,0.607,18294.378,0.531
7.6,0.2,9.0,0.607,18306.806,0.531
8.1,0.2,4.0,0.606,18254.338,0.531
8.1,0.1,5.0,0.607,18285.972,0.53
8.1,0.2,5.0,0.607,18285.972,0.53
8.1,0.3,6.0,0.607,18319.323,0.531
8.1,0.1,7.0,0.607,18305.104,0.531
8.1,0.1,8.0,0.607,18341.287,0.532
8.1,0.2,8.0,0.607,18324.065,0.531
8.1,0.3,9.0,0.607,18327.597,0.532
8.6,0.1,3.0,0.606,18244.741,0.53
8.6,0.3,5.0,0.607,18298.564,0.531
8.6,0.1,6.0,0.607,18339.382,0.532
8.6,0.3,6.0,0.607,18274.475,0.53
8.6,0.1,7.0,0.607,18311.659,0.531
8.6,0.2,7.0,0.607,18326.57,0.531
8.6,0.3,7.0,0.607,18319.679,0.531
8.6,0.1,9.0,0.607,18308.562,0.531
9.1,0.2,5.0,0.606,18267.622,0.53
9.1,0.1,6.0,0.607,18324.087,0.532
9.1,0.2,6.0,0.606,18315.137,0.532
9.1,0.1,7.0,0.607,18356.501,0.532
9.1,0.2,7.0,0.607,18336.876,0.532
9.1,0.2,8.0,0.607,18294.59,0.531
9.1,0.1,9.0,0.607,18301.544,0.531
9.6,0.1,5.0,0.607,18300.328,0.531
9.6,0.3,6.0,0.607,18294.143,0.531
9.6,0.4,6.0,0.607,18276.961,0.53
9.6,0.1,7.0,0.607,18351.657,0.532
9.6,0.2,7.0,0.607,18306.095,0.531
9.6,0.3,7.0,0.607,18286.131,0.531
9.6,0.1,8.0,0.607,18334.192,0.532
9.6,0.2,8.0,0.607,18359.539,0.533
9.6,0.3,8.0,0.607,18309.259,0.531
9.6,0.1,9.0,0.607,18298.564,0.531
9.6,0.2,9.0,0.607,18337.469,0.532
